ts	phase	decision	why	evidence	result
2026-08-02T08:58:43Z	frame	Rejected bf0e4545 as the final evidence candidate after its archive failed	A green product SHA is not a reproducible review candidate when its own evidence builder rejects an authored path-redaction fixture	scripts/review/build_gpt56_evidence.py; test/test_review_evidence_bundle_contract.py	archive failed closed on D:\a\ fixture
2026-08-02T08:58:43Z	tdd	Added a narrow opt-in allowance for the exact authored Windows-path fixture	The source bundle must preserve the negative fixture exactly while continuing to reject every unrecognized machine path	test/test_review_evidence_bundle_contract.py; scripts/review/build_gpt56_evidence.py	red AttributeError; green 11 tests
2026-08-02T09:08:48Z	candidate-fix	Promoted the evidence-builder fixture distinction only after focused and full gates passed	The replacement candidate must reproduce its own archive without changing compiler/runtime behavior	python3 test/test_review_evidence_bundle_contract.py; npm run test:release-contracts; npm test; npm run test:changed	11 focused tests, release contracts, 313 snapshots, and changed gate green
2026-08-02T09:53:48Z	tdd-2	Replaced literal allowlisting with one file-scoped Repomix fixture block	The first fix still embedded a machine path in the builder and missed other authored variants; the dedicated test file is the faithful narrow boundary	scripts/review/build_gpt56_evidence.py; test/test_review_evidence_bundle_contract.py	red missing helper; green 11 focused tests
2026-08-02T09:53:48Z	candidate-fix-2	Reran the complete local gate for the narrower archive fix	A different evidence-scanner design needs its own proof before becoming the replacement candidate	npm run test:release-contracts; npm test; npm run test:changed	release contracts, 313 snapshots, and changed gate green
2026-08-02T10:08:57Z	tdd-3	Added the append-only decision log as one exact authored Repomix fixture file	The log truthfully records the earlier Windows-path failure and must not be rewritten; arbitrary audit files remain scanned	test/test_review_evidence_bundle_contract.py; scripts/review/build_gpt56_evidence.py	red path finding; green 11 focused tests and exact-source Repomix
2026-08-02T10:08:57Z	candidate-fix-3	Reran complete local gates after the final exact fixture-file list	The final candidate must include and verify the actual archive boundary it will use	exact Git archive to Repomix; npm run test:release-contracts; npm test; npm run test:changed	55 MB exact-source scan, release contracts, 313 snapshots, changed gate green
2026-08-02T11:08:44Z	hosted-matrix	Selected c22af0ea only after all five hosted workflows completed successfully	Release evidence cannot mix commits or count an in-progress workflow	GitHub runs 30743182325, 30743182328, 30743182367, 30743182369, 30743182373	five exact-SHA workflows green
2026-08-02T11:08:44Z	reference-pin	Rejected the stale Ruby reference and pinned dbb70af0 after verifying every selected path	The updated builder requires docs/public-contract.md and must fail rather than silently omit it	scripts/review/build_gpt56_evidence.py REFERENCE_PATHS; haxe.ruby origin/main	27 Ruby reference files captured
2026-08-02T11:08:44Z	archive	Accepted the archive only after two same-basename builds matched byte for byte	The recorded output filename is provenance, so different basenames are different inputs rather than a determinism failure	/tmp/oracle/haxe-go-portable-beta-c22af0ea.zip; docs/reviews/gpt-5.6-pro/portable-beta-candidate-c22af0ea.json	27529201 bytes; sha256 7d76936576bb9e7e654f73ac010a474305e23b2c08ec2fe2f406441af633eb66
2026-08-02T11:08:44Z	evidence-index	Added a tested machine record and plain-language guide for the narrow portable beta claim	A reviewer must see what the green evidence protects and what remains excluded without reverse-engineering CI	test/test_portable_beta_candidate_evidence.py; docs/reviews/gpt-5.6-pro/portable-beta-candidate-c22af0ea.{json,md}	red missing record; green 7 focused tests
2026-08-02T11:08:44Z	full-gates	Reran full release and compiler gates after adding the durable evidence contract	Changing a required gate must not land on focused tests alone	npm run test:release-contracts; npm test; npm run test:changed	release suite green; 313 snapshots green; changed gate green
2026-08-02T11:08:44Z	second-pass	Used a main-agent invariant audit instead of another generic subagent review	The task requires an xhigh second pass, while the next Bead already owns the justified independent release-admission review	evidence ZIP MANIFEST.json and run metadata; portable-beta-candidate-c22af0ea.json	PASS: exact SHA, 20 artifact digests, retention, exclusions, and unpublished status agree
2026-08-02T11:11:25Z	second-pass-correction	Named the trusted-source-only boundary after the first invariant pass found it was only implicit	The Bead requires excluded trust surfaces to be explicit, and the compiler is not a sandbox for adversarial inputs	docs/compatibility-support-manifest.json compiler-input-trust; test/test_portable_beta_candidate_evidence.py	red missing trust_model and guide phrase; green 7 focused tests
